CUENTA;NOMBRE;NATURALEZA;ESTADO
154025;PALAS Y GRUAS;DB;ACTIVO
154030;MOTOCICLETAS;DB;ACTIVO
154035;BICICLETAS;DB;ACTIVO
154040;ESTIBAS Y CARRETAS;DB;ACTIVO
154045;BANDAS TRANSPORTADORAS;DB;ACTIVO
154095;OTROS;DB;ACTIVO
154099;AJUSTES POR INFLACION;DB;ACTIVO
154099;CUENTA AJUSTES NIIF;DB;ACTIVO
1544;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
154405;BUQUES;DB;ACTIVO
154410;LANCHAS;DB;ACTIVO
154415;REMOLCADORAS;DB;ACTIVO
154420;BOTES;DB;ACTIVO
154425;BOYAS;DB;ACTIVO
154430;AMARRES;DB;ACTIVO
154435;CONTENEDORES Y CHASSISES;DB;ACTIVO
154440;GABARRAS;DB;ACTIVO
154495;OTROS;DB;ACTIVO
154499;AJUSTES POR INFLACION;DB;ACTIVO
154499;CUENTA AJUSTES NIIF;DB;ACTIVO
1548;FLOTA Y EQUIPO AEREO;DB;ACTIVO
154805;AVIONES;DB;ACTIVO
154810;AVIONETAS;DB;ACTIVO
154815;HELICOPTEROS;DB;ACTIVO
154820;TURBINAS Y MOTORES;DB;ACTIVO
154825;MANUALES DE ENTRENAMIENTO PERSONAL TECNICO;DB;ACTIVO
154830;EQUIPOS DE VUELO;DB;ACTIVO
154895;OTROS;DB;ACTIVO
154899;AJUSTES POR INFLACION;DB;ACTIVO
154899;CUENTA AJUSTES NIIF;DB;ACTIVO
1552;FLOTA Y EQUIPO FERREO;DB;ACTIVO
155205;LOCOMOTORAS;DB;ACTIVO
155210;VAGONES;DB;ACTIVO
155215;REDES FERREAS;DB;ACTIVO
155295;OTROS;DB;ACTIVO
155299;AJUSTES POR INFLACION;DB;ACTIVO
155299;CUENTA AJUSTES NIIF;DB;ACTIVO
1556;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
155605;INSTALACIONES PARA AGUA Y ENERGIA;DB;ACTIVO
155610;ACUEDUCTO ACEQUIAS Y CANALIZACIONES;DB;ACTIVO
155615;PLANTAS DE GENERACION HIDRAULICA;DB;ACTIVO
155620;PLANTAS DE GENERACION TERMICA;DB;ACTIVO
155625;PLANTAS DE GENERACION A GAS;DB;ACTIVO
155628;PLANTAS DE GENERACION DIESEL/ GASOLINA Y PETROLEO;DB;ACTIVO
155630;PLANTAS DE DISTRIBUCION;DB;ACTIVO
155635;PLANTAS DE TRANSMISION Y SUBESTACIONES;DB;ACTIVO
155640;OLEODUCTOS;DB;ACTIVO
155645;GASODUCTOS;DB;ACTIVO
155647;POLIDUCTOS;DB;ACTIVO
155650;REDES DE DISTRIBUCION;DB;ACTIVO
155655;PLANTAS DE TRATAMIENTO;DB;ACTIVO
155660;REDES DE RECOLECCION DE AGUAS NEGRAS;DB;ACTIVO
155665;INSTALACIONES Y EQUIPO DE BOMBEO;DB;ACTIVO
155670;REDES DE DISTRIBUCION DE VAPOR;DB;ACTIVO
155675;REDES DE AIRE;DB;ACTIVO
155680;REDES ALIMENTACION DE GAS;DB;ACTIVO
155682;REDES EXTERNAS DE TELEFONIA;DB;ACTIVO
155685;PLANTAS DESHIDRATADORAS;DB;ACTIVO
155695;OTROS;DB;ACTIVO
155699;AJUSTES POR INFLACION;DB;ACTIVO
155699;CUENTA AJUSTES NIIF;DB;ACTIVO
1560;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
156099;AJUSTES POR INFLACION;DB;ACTIVO
156099;CUENTA AJUSTES NIIF;DB;ACTIVO
1562;ENVASES Y EMPAQUES;DB;ACTIVO
156299;AJUSTES POR INFLACION;DB;ACTIVO
156299;CUENTA AJUSTES NIIF;DB;ACTIVO
1564;PLANTACIONES AGRICOLAS Y FORESTALES;DB;ACTIVO
156405;CULTIVOS EN DESARROLLO;DB;ACTIVO
156410;CULTIVOS AMORTIZABLES;DB;ACTIVO
156499;AJUSTES POR INFLACION;DB;ACTIVO
156499;CUENTA AJUSTES NIIF;DB;ACTIVO
1568;VIAS DE COMUNICACION;DB;ACTIVO
156805;PAVIMENTACION Y PATIOS;DB;ACTIVO
156810;VIAS;DB;ACTIVO
156815;PUENTES;DB;ACTIVO
156820;CALLES;DB;ACTIVO
156825;AERODROMOS;DB;ACTIVO
156895;OTROS;DB;ACTIVO
156899;AJUSTES POR INFLACION;DB;ACTIVO
156899;CUENTA AJUSTES NIIF;DB;ACTIVO
1572;MINAS Y CANTERAS;DB;ACTIVO
157205;MINAS;DB;ACTIVO
157210;CANTERAS;DB;ACTIVO
157299;AJUSTES POR INFLACION;DB;ACTIVO
157299;CUENTA AJUSTES NIIF;DB;ACTIVO
1576;POZOS ARTESIANOS;DB;ACTIVO
157699;AJUSTES POR INFLACION;DB;ACTIVO
157699;CUENTA AJUSTES NIIF;DB;ACTIVO
1580;YACIMIENTOS;DB;ACTIVO
158099;AJUSTES POR INFLACION;DB;ACTIVO
158099;CUENTA AJUSTES NIIF;DB;ACTIVO
1584;SEMOVIENTES;DB;ACTIVO
158405;ESPECIES MENORES;DB;ACTIVO
158410;ESPECIES MAYORES;DB;ACTIVO
158499;AJUSTES POR INFLACION;DB;ACTIVO
158499;CUENTA AJUSTES NIIF;DB;ACTIVO
1588;PROPIEDADES PLANTA Y EQUIPO EN TRANSITO;DB;ACTIVO
158805;MAQUINARIA Y EQUIPO;DB;ACTIVO
158810;EQUIPO DE OFICINA;DB;ACTIVO
158815;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
158820;EQUIPO MEDICO CIENTIFICO;DB;ACTIVO
158825;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
158830;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
158835;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
158840;FLOTA Y EQUIPO AEREO;DB;ACTIVO
158845;FLOTA Y EQUIPO FERREO;DB;ACTIVO
158850;PLANTAS Y REDES;DB;ACTIVO
158855;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
158860;SEMOVIENTES;DB;ACTIVO
158865;ENVASES Y EMPAQUES;DB;ACTIVO
158899;AJUSTES POR INFLACION;DB;ACTIVO
158899;CUENTA AJUSTES NIIF;DB;ACTIVO
1592;DEPRECIACION ACUMULADA;CR;ACTIVO
159205;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
159210;MAQUINARIA Y EQUIPO;CR;ACTIVO
159215;EQUIPO DE OFICINA;CR;ACTIVO
159220;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
159225;EQUIPO MEDICO CIENTIFICO;CR;ACTIVO
159230;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
159235;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
159240;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
159245;FLOTA Y EQUIPO AEREO;CR;ACTIVO
159250;FLOTA Y EQUIPO FERREO;CR;ACTIVO
159255;ACUEDUCTOS PLANTAS Y REDES;CR;ACTIVO
159260;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
159265;ENVASES Y EMPAQUES;CR;ACTIVO
159299;AJUSTES POR INFLACION;CR;ACTIVO
159299;CUENTA AJUSTES NIIF;CR;ACTIVO
1596;DEPRECIACION DIFERIDA;CR;ACTIVO
159605;EXCESO FISCAL SOBRE LA CONTABLE;CR;ACTIVO
159610;DEFECTO FISCAL SOBRE LA CONTABLE (CR);CR;ACTIVO
159699;AJUSTES POR INFLACION;CR;ACTIVO
159699;CUENTA AJUSTES NIIF;CR;ACTIVO
1597;AMORTIZACION ACUMULADA;CR;ACTIVO
159705;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
159710;VIAS DE COMUNICACION;CR;ACTIVO
159715;SEMOVIENTES;CR;ACTIVO
159799;AJUSTES POR INFLACION;CR;ACTIVO
159799;CUENTA AJUSTES NIIF;CR;ACTIVO
1598;AGOTAMIENTO ACUMULADO;CR;ACTIVO
159805;MINAS Y CANTERAS;CR;ACTIVO
159815;POZOS ARTESIANOS;CR;ACTIVO
159820;YACIMIENTOS;CR;ACTIVO
159899;AJUSTES POR INFLACION;CR;ACTIVO
159899;CUENTA AJUSTES NIIF;CR;ACTIVO
1599;PROVISIONES;CR;ACTIVO
159904;TERRENOS;CR;ACTIVO
159906;MATERIALES PROYECTOS PETROLEROS;CR;ACTIVO
159908;CONSTRUCCIONES EN CURSO;CR;ACTIVO
159912;MAQUINARIA EN MONTAJE;CR;ACTIVO
159916;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
159920;MAQUINARIA Y EQUIPO;CR;ACTIVO
159924;EQUIPO DE OFICINA;CR;ACTIVO
159928;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
159932;EQUIPO MEDICO CIENTIFICO;CR;ACTIVO
159936;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
159940;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
159944;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
159948;FLOTA Y EQUIPO AEREO;CR;ACTIVO
159952;FLOTA Y EQUIPO FERREO;CR;ACTIVO
159956;ACUEDUCTOS/ PLANTAS Y REDES;CR;ACTIVO
159960;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
159962;ENVASES Y EMPAQUES;CR;ACTIVO
159964;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
159968;VIAS DE COMUNICACION;CR;ACTIVO
159972;MINAS Y CANTERAS;CR;ACTIVO
159980;POZOS ARTESIANOS;CR;ACTIVO
159984;YACIMIENTOS;CR;ACTIVO
159988;SEMOVIENTES;CR;ACTIVO
159992;PROPIEDADES PLANTA Y EQUIPO EN TRANSITO;CR;ACTIVO
159999;CUENTA AJUSTES NIIF;CR;ACTIVO
16;INTANGIBLES;DB;ACTIVO
1605;CREDITO MERCANTIL;DB;ACTIVO
160505;FORMADO O ESTIMADO;DB;ACTIVO
160510;ADQUIRIDO O COMPRADO;DB;ACTIVO
160599;AJUSTES POR INFLACION;DB;ACTIVO
160599;CUENTA AJUSTES NIIF;DB;ACTIVO
1610;MARCAS;DB;ACTIVO
161005;ADQUIRIDAS;DB;ACTIVO
161010;FORMADAS;DB;ACTIVO
161099;AJUSTES POR INFLACION;DB;ACTIVO
161099;CUENTA AJUSTES NIIF;DB;ACTIVO
1615;PATENTES;DB;ACTIVO
161505;ADQUIRIDAS;DB;ACTIVO
161510;FORMADAS;DB;ACTIVO
161599;AJUSTES POR INFLACION;DB;ACTIVO
161599;CUENTA AJUSTES NIIF;DB;ACTIVO
1620;CONCESIONES Y FRANQUICIAS;DB;ACTIVO
162005;CONCESIONES;DB;ACTIVO
162010;FRANQUICIAS;DB;ACTIVO
162099;AJUSTES POR INFLACION;DB;ACTIVO
162099;CUENTA AJUSTES NIIF;DB;ACTIVO
1625;DERECHOS;DB;ACTIVO
162505;DERECHOS DE AUTOR;DB;ACTIVO
162510;PUESTO DE BOLSA;DB;ACTIVO
162515;EN FIDEICOMISOS INMOBILIARIOS;DB;ACTIVO
162520;EN FIDEICOMISOS DE GARANTIA;DB;ACTIVO
162525;EN FIDEICOMISOS DE ADMINISTRACION;DB;ACTIVO
162595;OTROS;DB;ACTIVO
162599;AJUSTES POR INFLACION;DB;ACTIVO
162599;CUENTA AJUSTES NIIF;DB;ACTIVO
1630;KNOW HOW;DB;ACTIVO
163099;AJUSTES POR INFLACION;DB;ACTIVO
163099;CUENTA AJUSTES NIIF;DB;ACTIVO
1635;LICENCIAS;DB;ACTIVO
163599;AJUSTES POR INFLACION;DB;ACTIVO
163599;CUENTA AJUSTES NIIF;DB;ACTIVO
1698;AMORTIZACION ACUMULADA;DB;ACTIVO
169805;CREDITO MERCANTIL;DB;ACTIVO
169810;MARCAS;DB;ACTIVO
169815;PATENTES;DB;ACTIVO
169820;CONCESIONES Y FRANQUICIAS;DB;ACTIVO
169830;DERECHOS;DB;ACTIVO
169835;KNOW HOW;DB;ACTIVO
169840;LICENCIAS;DB;ACTIVO
169899;AJUSTES POR INFLACION;DB;ACTIVO
169899;CUENTA AJUSTES NIIF;DB;ACTIVO
1699;PROVISIONES;DB;ACTIVO
169999;CUENTA AJUSTES NIIF;DB;ACTIVO
17;DIFERIDOS;DB;ACTIVO
1705;GASTOS PAGADOS POR ANTICIPADO;DB;ACTIVO
170505;INTERESES;DB;ACTIVO
170510;HONORARIOS;DB;ACTIVO
170515;COMISIONES;DB;ACTIVO
170520;SEGUROS Y FIANZAS;DB;ACTIVO
170525;ARRENDAMIENTOS;DB;ACTIVO
170530;BODEGAJES;DB;ACTIVO
170535;MANTENIMIENTO EQUIPOS;DB;ACTIVO
170540;SERVICIOS;DB;ACTIVO
170545;SUSCRIPCIONES;DB;ACTIVO
170595;OTROS;DB;ACTIVO
170599;CUENTA AJUSTES NIIF;DB;ACTIVO
1710;CARGOS DIFERIDOS;DB;ACTIVO
171004;ORGANIZACION Y PREOPERATIVOS;DB;ACTIVO
171008;REMODELACIONES;DB;ACTIVO
171012;ESTUDIOS/ INVESTIGACIONES Y PROYECTOS;DB;ACTIVO
171016;PROGRAMAS PARA COMPUTADOR (SOFTWARE);DB;ACTIVO
171020;UTILES Y PAPELERIA;DB;ACTIVO
171024;MEJORAS A PROPIEDADES AJENAS;DB;ACTIVO
171028;CONTRIBUCIONES Y AFILIACIONES;DB;ACTIVO
171032;ENTRENAMIENTO DE PERSONAL;DB;ACTIVO
171036;FERIAS Y EXPOSICIONES;DB;ACTIVO
171040;LICENCIAS;DB;ACTIVO
171044;PUBLICIDAD/ PROPAGANDA Y AVISOS;DB;ACTIVO
171048;ELEMENTOS DE ASEO Y CAFETERIA;DB;ACTIVO
171052;MOLDES Y TROQUELES;DB;ACTIVO
171056;INSTRUMENTAL QUIRURGICO;DB;ACTIVO
171060;DOTACION Y SUMINISTRO A TRABAJADORES;DB;ACTIVO
171064;ELEMENTOS DE ROPERIA Y LENCERIA;DB;ACTIVO
171068;LOZA Y CRISTALERIA;DB;ACTIVO
171072;DESCUENTO EN COLOCACION DE BONOS;DB;ACTIVO
171076;IMP. DE RENTA DIFERIDO DEBITOS POR DIFERENCIAS TEMPORALES;DB;ACTIVO
171080;CONCURSOS Y LICITACIONES;DB;ACTIVO
171095;OTROS;DB;ACTIVO
171099;AJUSTES POR INFLACION;DB;ACTIVO
171099;CUENTA AJUSTES NIIF;DB;ACTIVO
1715;COSTOS DE EXPLORACION POR AMORTIZAR;DB;ACTIVO
171505;POZOS SECOS;DB;ACTIVO
171510;POZOS NO COMERCIALES;DB;ACTIVO
171515;OTROS COSTOS DE EXPLORACION;DB;ACTIVO
171599;AJUSTES POR INFLACION;DB;ACTIVO
171599;CUENTA AJUSTES NIIF;DB;ACTIVO
1720;COSTOS DE EXPLOTACION Y DESARROLLO;DB;ACTIVO
172005;PERFORACION Y EXPLOTACION;DB;ACTIVO
172010;PERFORACIONES CAMPOS EN DESARROLLO;DB;ACTIVO
172015;FACILIDADES DE PRODUCCION;DB;ACTIVO
172020;SERVICIO A POZOS;DB;ACTIVO
172099;AJUSTES POR INFLACION;DB;ACTIVO
172099;CUENTA AJUSTES NIIF;DB;ACTIVO
1730;CARGOS POR CORRECCION MONETARIA DIFERIDA;DB;ACTIVO
173099;CUENTA AJUSTES NIIF;DB;ACTIVO
1798;AMORTIZACION ACUMULADA;DB;ACTIVO
179805;COSTOS DE EXPLORACION POR AMORTIZAR;DB;ACTIVO
179810;COSTOS DE EXPLOTACION Y DESARROLLO;DB;ACTIVO
179899;AJUSTES POR INFLACION;DB;ACTIVO
179899;CUENTA AJUSTES NIIF;DB;ACTIVO
18;OTROS ACTIVOS;DB;ACTIVO
1805;BIENES DE ARTE Y CULTURA;DB;ACTIVO
180505;OBRAS DE ARTE;DB;ACTIVO
180510;BIBLIOTECAS;DB;ACTIVO
180595;OTROS;DB;ACTIVO
180599;AJUSTES POR INFLACION;DB;ACTIVO
180599;CUENTA AJUSTES NIIF;DB;ACTIVO
1895;DIVERSOS;DB;ACTIVO
189505;MAQUINAS PORTEADORAS;DB;ACTIVO
189510;BIENES ENTREGADOS EN COMODATO;DB;ACTIVO
189515;AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR);DB;ACTIVO
189520;BIENES RECIBIDOS EN PAGO;DB;ACTIVO
189525;DERECHOS SUCESORALES;DB;ACTIVO
189530;ESTAMPILLAS;DB;ACTIVO
189595;OTROS;DB;ACTIVO
189599;AJUSTES POR INFLACION;DB;ACTIVO
189599;CUENTA AJUSTES NIIF;DB;ACTIVO
1899;PROVISIONES;DB;ACTIVO
189905;BIENES DE ARTE Y CULTURA;DB;ACTIVO
189995;DIVERSOS;DB;ACTIVO
189999;CUENTA AJUSTES NIIF;DB;ACTIVO
19;VALORIZACIONES;DB;ACTIVO
1905;DE INVERSIONES;DB;ACTIVO
190505;ACCIONES;DB;ACTIVO
190510;CUOTAS O PARTES DE INTERES SOCIAL;DB;ACTIVO
190515;DERECHOS FIDUCIARIOS;DB;ACTIVO
190599;CUENTA AJUSTES NIIF;DB;ACTIVO
1910;DE PROPIEDADES PLANTA Y EQUIPO;DB;ACTIVO
191004;TERRENOS;DB;ACTIVO
191006;MATERIALES PROYECTOS PETROLEROS;DB;ACTIVO
191008;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
191012;MAQUINARIA Y EQUIPO;DB;ACTIVO
191016;EQUIPO DE OFICINA;DB;ACTIVO
191020;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
191024;EQUIPO MEDICO CIENTIFICO;DB;ACTIVO
191028;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
191032;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
191036;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
191040;FLOTA Y EQUIPO AEREO;DB;ACTIVO
191044;FLOTA Y EQUIPO FERREO;DB;ACTIVO
191048;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
191052;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
191056;ENVASES Y EMPAQUES;DB;ACTIVO
191060;PLANTACIONES AGRICOLAS Y FORESTALES;DB;ACTIVO
191064;VIAS DE COMUNICACION;DB;ACTIVO
191068;MINAS Y CANTERAS;DB;ACTIVO
191072;POZOS ARTESIANOS;DB;ACTIVO
191076;YACIMIENTOS;DB;ACTIVO
191080;SEMOVIENTES;DB;ACTIVO
191099;CUENTA AJUSTES NIIF;DB;ACTIVO
1995;DE OTROS ACTIVOS;DB;ACTIVO
199505;BIENES DE ARTE Y CULTURA;DB;ACTIVO
199510;BIENES ENTREGADOS EN COMODATO;DB;ACTIVO
199515;BIENES RECIBIDOS EN PAGO;DB;ACTIVO
199520;INVENTARIO DE SEMOVIENTES;DB;ACTIVO
199599;CUENTA AJUSTES NIIF;DB;ACTIVO
2;PASIVO;CR;ACTIVO
21;OBLIGACIONES FINANCIERAS;CR;ACTIVO
2105;BANCOS NACIONALES;CR;ACTIVO
210505;SOBREGIROS;CR;ACTIVO
210510;PAGARES;CR;ACTIVO
210515;CARTAS DE CREDITO;CR;ACTIVO
210520;ACEPTACIONES BANCARIAS;CR;ACTIVO
210599;CUENTA AJUSTES NIIF;CR;ACTIVO
2110;BANCOS DEL EXTERIOR;CR;ACTIVO
211005;SOBREGIROS;CR;ACTIVO
211010;PAGARES;CR;ACTIVO
211015;CARTAS DE CREDITO;CR;ACTIVO
211020;ACEPTACIONES BANCARIAS;CR;ACTIVO
211099;CUENTA AJUSTES NIIF;CR;ACTIVO
2115;CORPORACIONES FINANCIERAS;CR;ACTIVO
211505;PAGARES;CR;ACTIVO
211510;ACEPTACIONES FINANCIERAS;CR;ACTIVO
211515;CARTAS DE CREDITO;CR;ACTIVO
211599;CUENTA AJUSTES NIIF;CR;ACTIVO
2120;COMPA¥IAS DE FINANCIAMIENTO COMERCIAL;CR;ACTIVO
212005;PAGARES;CR;ACTIVO
212010;ACEPTACIONES FINANCIERAS;CR;ACTIVO
212099;CUENTA AJUSTES NIIF;CR;ACTIVO
2125;CORPORACIONES DE AHORRO Y VIVIENDA;CR;ACTIVO
212505;SOBREGIROS;CR;ACTIVO
212510;PAGARES;CR;ACTIVO
212515;HIPOTECARIAS;CR;ACTIVO
212599;CUENTA AJUSTES NIIF;CR;ACTIVO
2130;ENTIDADES FINANCIERAS DEL EXTERIOR;CR;ACTIVO
213099;CUENTA AJUSTES NIIF;CR;ACTIVO
2135;COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS;CR;ACTIVO
213505;ACCIONES;CR;ACTIVO
213510;CUOTAS O PARTES DE INTERES SOCIAL;CR;ACTIVO
213515;BONOS;CR;ACTIVO
213520;CEDULAS;CR;ACTIVO
213525;CERTIFICADOS;CR;ACTIVO
213530;PAPELES COMERCIALES;CR;ACTIVO
213535;TITULOS;CR;ACTIVO
213540;ACEPTACIONES BANCARIAS O FINANCIERAS;CR;ACTIVO
213595;OTROS;CR;ACTIVO
213599;CUENTA AJUSTES NIIF;CR;ACTIVO
2140;COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA;CR;ACTIVO
214099;CUENTA AJUSTES NIIF;CR;ACTIVO
2145;OBLIGACIONES GUBERNAMENTALES;CR;ACTIVO
214505;GOBIERNO NACIONAL;CR;ACTIVO
214510;ENTIDADES OFICIALES;CR;ACTIVO
214599;CUENTA AJUSTES NIIF;CR;ACTIVO
2195;OTRAS OBLIGACIONES;CR;ACTIVO
219505;PARTICULARES;CR;ACTIVO
219510;COMPA¥IAS VINCULADAS;CR;ACTIVO
219515;CASA MATRIZ;CR;ACTIVO
219520;SOCIOS O ACCIONISTAS;CR;ACTIVO
219525;FONDOS Y COOPERATIVAS;CR;ACTIVO
219595;OTRAS;CR;ACTIVO
219599;CUENTA AJUSTES NIIF;CR;ACTIVO
22;PROVEEDORES;CR;ACTIVO
2205;NACIONALES;CR;ACTIVO
220505;PROVEEDORES NACIONALES;CR;ACTIVO
220599;CUENTA AJUSTES NIIF;CR;ACTIVO
2210;DEL EXTERIOR;CR;ACTIVO
221099;CUENTA AJUSTES NIIF;CR;ACTIVO
2215;CUENTAS CORRIENTES COMERCIALES;CR;ACTIVO
221599;CUENTA AJUSTES NIIF;CR;ACTIVO
2220;CASA MATRIZ;CR;ACTIVO
222099;CUENTA AJUSTES NIIF;CR;ACTIVO
2225;COMPA¥IAS VINCULADAS;CR;ACTIVO
222599;CUENTA AJUSTES NIIF;CR;ACTIVO
23;CUENTAS POR PAGAR;CR;ACTIVO
2305;CUENTAS CORRIENTES COMERCIALES;CR;ACTIVO
230599;CUENTA AJUSTES NIIF;CR;ACTIVO
2310;A CASA MATRIZ;CR;ACTIVO
231099;CUENTA AJUSTES NIIF;CR;ACTIVO
2315;A COMPA¥IAS VINCULADAS;CR;ACTIVO
231599;CUENTA AJUSTES NIIF;CR;ACTIVO
2320;A CONTRATISTAS;CR;ACTIVO
232099;CUENTA AJUSTES NIIF;CR;ACTIVO
2330;ORDENES DE COMPRA POR UTILIZAR;CR;ACTIVO
233099;CUENTA AJUSTES NIIF;CR;ACTIVO
2335;COSTOS Y GASTOS POR PAGAR;CR;ACTIVO
233505;GASTOS FINANCIEROS;CR;ACTIVO
233510;GASTOS LEGALES;CR;ACTIVO
233515;LIBROS/ SUSCRIPCIONES/ PERIODICOS Y REVISTAS;CR;ACTIVO
233520;COMISIONES;CR;ACTIVO
233525;HONORARIOS;CR;ACTIVO
233530;SERVICIOS TECNICOS;CR;ACTIVO
233535;SERVICIOS DE MANTENIMIENTO;CR;ACTIVO
233540;ARRENDAMIENTOS;CR;ACTIVO
233545;TRANSPORTES/ FLETES Y ACARREOS;CR;ACTIVO
233550;SERVICIOS PUBLICOS;CR;ACTIVO
233555;SEGUROS;CR;ACTIVO
233560;GASTOS DE VIAJE;CR;ACTIVO
233565;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS;CR;ACTIVO
233570;SERVICIOS ADUANEROS;CR;ACTIVO
233590;COMPRA MAQUINARIA Y EQUIPO;CR;ACTIVO
233595;OTROS;CR;ACTIVO
233599;CUENTA AJUSTES NIIF;CR;ACTIVO
2340;INSTALAMENTOS POR PAGAR;CR;ACTIVO
234099;CUENTA AJUSTES NIIF;CR;ACTIVO
2345;ACREEDORES OFICIALES;CR;ACTIVO
234599;CUENTA AJUSTES NIIF;CR;ACTIVO
2350;REGALIAS POR PAGAR;CR;ACTIVO
235099;CUENTA AJUSTES NIIF;CR;ACTIVO
2355;DEUDAS CON ACCIONISTAS O SOCIOS;CR;ACTIVO
235505;ACCIONISTAS;CR;ACTIVO
235510;SOCIOS;CR;ACTIVO
235599;CUENTA AJUSTES NIIF;CR;ACTIVO
2360;DIVIDENDOS O PARTICIPACIONES POR PAGAR;CR;ACTIVO
236005;DIVIDENDOS;CR;ACTIVO
236010;PARTICIPACIONES;CR;ACTIVO
236099;CUENTA AJUSTES NIIF;CR;ACTIVO
2365;RETENCION EN LA FUENTE;CR;ACTIVO
236505;SALARIOS Y PAGOS LABORALES;CR;ACTIVO
236510;DIVIDENDOS Y/O PARTICIPACIONES;CR;ACTIVO
236515;HONORARIOS;CR;ACTIVO
236520;COMISIONES;CR;ACTIVO
236525;SERVICIOS;CR;ACTIVO
236530;ARRENDAMIENTOS;CR;ACTIVO
236535;RENDIMIENTOS FINANCIEROS;CR;ACTIVO
236540;COMPRAS;CR;ACTIVO
236545;LOTERIAS/ RIFAS/ APUESTAS Y SIMILARES;CR;ACTIVO
236550;POR PAGOS AL EXTERIOR;CR;ACTIVO
236555;POR INGRESOS OBTENIDOS EN EL EXTERIOR;CR;ACTIVO
236560;ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES;CR;ACTIVO
236565;POR IMPUESTO DE TIMBRE;CR;ACTIVO
236570;OTRAS RETENCIONES Y PATRIMONIO;CR;ACTIVO
236571;RETENCIONES INDEBIDAS;CR;ACTIVO
236575;AUTORRETENCIONES;CR;ACTIVO
236599;CUENTA AJUSTES NIIF;CR;ACTIVO
2366;RETENCION EN LA FTE CONSOLIDA;CR;ACTIVO
236601;RETENCION EN LA FUENTE CONSOLIDADA;CR;ACTIVO
236602;RETENCION CREE CONSOLIDADO;CR;ACTIVO
236699;CUENTA AJUSTES NIIF;CR;ACTIVO
2367;IMPUESTOS A LAS VENTAS RETENIDO;CR;ACTIVO
236702;RETENCIONES A TITULO DE IVA;CR;ACTIVO
236798;CONSOLIDACION RTE IVA X PAGAR;CR;ACTIVO
236799;CUENTA AJUSTES NIIF;CR;ACTIVO
2368;IMP DE INDUSTRIA Y COMERCIO RETENIDO;CR;ACTIVO
236801;IMP DE INDUSTRIA Y COMERCIO RETENIDO;CR;ACTIVO
236898;RTE ICA CONSOLIDADO POR PAGAR;CR;ACTIVO
236899;CUENTA AJUSTES NIIF;CR;ACTIVO
2370;RETENCIONES Y APORTES DE NOMINA;CR;ACTIVO
237005;APORTES AL I.S.S.;CR;ACTIVO
237006;APORTES A ADORAS DE RIESGO PROFE A.R.P;CR;ACTIVO
237010;APORTES AL I.C.B.F./ SENA Y CAJAS DE COMPENSACION;CR;ACTIVO
237015;APORTES AL F.I.C.;CR;ACTIVO
237025;EMBARGOS JUDICIALES;CR;ACTIVO
237030;LIBRANZAS;CR;ACTIVO
237035;SINDICATOS;CR;ACTIVO
237040;COOPERATIVAS;CR;ACTIVO
237045;FONDOS;CR;ACTIVO
237095;OTROS;CR;ACTIVO
237099;CUENTA AJUSTES NIIF;CR;ACTIVO
2375;CUOTAS POR DEVOLVER;CR;ACTIVO
