CUENTA;NOMBRE;NATURALEZA;ESTADO
412007;ELABORACION DE ALMIDONES Y DERIVADOS;CR;ACTIVO
412008;ELABORACION DE ALIMENTOS PARA ANIMALES;CR;ACTIVO
412009;ELABORACION DE PRODUCTOS PARA PANADERIA;CR;ACTIVO
412010;ELABORACION DE AZUCAR Y MELAZAS;CR;ACTIVO
412011;ELABORACION DE CACAO/ CHOCOLATE Y CONFITERIA;CR;ACTIVO
412012;ELABORACION DE PASTAS Y PRODUCTOS FARINACEOS;CR;ACTIVO
412013;ELABORACION DE PRODUCTOS DE CAFE;CR;ACTIVO
412014;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS;CR;ACTIVO
412015;ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO;CR;ACTIVO
412016;ELABORACION DE VINOS;CR;ACTIVO
412017;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA;CR;ACTIVO
412018;ELABORACION DE BEBIDAS NO ALCOHOLICAS;CR;ACTIVO
412019;ELABORACION DE PRODUCTOS DE TABACO;CR;ACTIVO
412020;PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA;CR;ACTIVO
412021;ACABADO DE PRODUCTOS TEXTILES;CR;ACTIVO
412022;ELABORACION DE ARTICULOS DE MATERIALES TEXTILES;CR;ACTIVO
412023;ELABORACION DE TAPICES Y ALFOMBRAS;CR;ACTIVO
412024;ELABORACION DE CUERDAS/ CORDELES/ BRAMANTES Y REDES;CR;ACTIVO
412025;ELABORACION DE OTROS PRODUCTOS TEXTILES;CR;ACTIVO
412026;ELABORACION DE TEJIDOS;CR;ACTIVO
412027;ELABORACION DE PRENDAS DE VESTIR;CR;ACTIVO
412028;PREPARACION/ ADOBO Y TE¥IDO DE PIELES;CR;ACTIVO
412029;CURTIDO/ ADOBO O PREPARACION DE CUERO;CR;ACTIVO
412030;ELABORACION DE MALETAS/ BOLSOS Y SIMILARES;CR;ACTIVO
412031;ELABORACION DE CALZADO;CR;ACTIVO
412032;PRODUCCION DE MADERA/ ARTICULOS DE MADERA Y CORCHO;CR;ACTIVO
412033;ELABORACION DE PASTA Y PRODUCTOS DE MADERA/ PAPEL Y CARTON;CR;ACTIVO
412034;EDICIONES Y PUBLICACIONES;CR;ACTIVO
412035;IMPRESION;CR;ACTIVO
412036;SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION;CR;ACTIVO
412037;REPRODUCCION DE GRABACIONES;CR;ACTIVO
412038;ELABORACION DE PRODUCTOS DE HORNO DE COQUE;CR;ACTIVO
412039;ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO;CR;ACTIVO
412040;ELABORACION DE SUSTANCIAS QUIMICAS BASICAS;CR;ACTIVO
412041;ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO;CR;ACTIVO
412042;ELABORACION DE PLASTICO Y CAUCHO SINTETICO;CR;ACTIVO
412043;ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO;CR;ACTIVO
412044;ELABORACION DE PINTURAS/ TINTAS Y MASILLAS;CR;ACTIVO
412045;ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS;CR;ACTIVO
412046;ELABORACION DE JABONES/ DETERGENTES Y PREPARADOS DE TOCADOR;CR;ACTIVO
412047;ELABORACION DE OTROS PRODUCTOS QUIMICOS;CR;ACTIVO
412048;ELABORACION DE FIBRAS;CR;ACTIVO
412049;ELABORACION DE OTROS PRODUCTOS DE CAUCHO;CR;ACTIVO
412050;ELABORACION DE PRODUCTOS DE PLASTICO;CR;ACTIVO
412051;ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO;CR;ACTIVO
412052;ELAB.DE PRODUCTOSDE CERAMICA/LOZA/PIEDRA/ARCILLA Y PORCELANA;CR;ACTIVO
412053;ELABORACION DE CEMENTO/ CAL Y YESO;CR;ACTIVO
412054;ELABORACION DE ARTICULOS DE HORMIGON/ CEMENTO Y YESO;CR;ACTIVO
412055;CORTE/ TALLADO Y ACABADO DE LA PIEDRA;CR;ACTIVO
412056;ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS;CR;ACTIVO
412057;INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO;CR;ACTIVO
412058;PRODUCTOS PRIMARIOS DE MET.PRECIOSOS Y METALES NO FERROSOS;CR;ACTIVO
412059;FUNDICION DE METALES NO FERROSOS;CR;ACTIVO
412060;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;CR;ACTIVO
412061;FORJA/PRENSADO/ESTAMPADO/LAMINADO DE METAL Y PULVIMETALURGIA;CR;ACTIVO
412062;REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA;CR;ACTIVO
412063;FABRICACION DE ARTICULOS DE FERRETERIA;CR;ACTIVO
412064;ELABORACION DE OTROS PRODUCTOS DE METAL;CR;ACTIVO
412065;FABRICACION DE MAQUINARIA Y EQUIPO;CR;ACTIVO
412066;FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION;CR;ACTIVO
412067;ELABORACION DE APARATOS DE USO DOMESTICO;CR;ACTIVO
412068;ELABORACION DE EQUIPO DE OFICINA;CR;ACTIVO
412069;ELABORACION DE PILAS Y BATERIAS PRIMARIAS;CR;ACTIVO
412070;ELABORACION DE EQUIPO DE ILUMINACION;CR;ACTIVO
412071;ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO;CR;ACTIVO
412072;FABRICACION DE EQUIPOS DE RADIO/ TELEVISION Y COMUNICACIONES;CR;ACTIVO
412073;FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS;CR;ACTIVO
412074;FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL;CR;ACTIVO
412075;FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO;CR;ACTIVO
412076;FABRICACION DE RELOJES;CR;ACTIVO
412077;FABRICACION DE VEHICULOS AUTOMOTORES;CR;ACTIVO
412078;FABRICACION DE CARROCERIAS PARA AUTOMOTORES;CR;ACTIVO
412079;FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES;CR;ACTIVO
412080;FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES;CR;ACTIVO
412081;FABRIC. DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES;CR;ACTIVO
412082;FABRICACION DE AERONAVES;CR;ACTIVO
412083;FABRICACION DE MOTOCICLETAS;CR;ACTIVO
412084;FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS;CR;ACTIVO
412085;FABRICACION DE OTROS TIPOS DE TRANSPORTE;CR;ACTIVO
412086;FABRICACION DE MUEBLES;CR;ACTIVO
412087;FABRICACION DE JOYAS Y ARTICULOS CONEXOS;CR;ACTIVO
412088;FABRICACION DE INSTRUMENTOS DE MUSICA;CR;ACTIVO
412089;FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE;CR;ACTIVO
412090;FABRICACION DE JUEGOS Y JUGUETES;CR;ACTIVO
412091;RECICLAMIENTO DE DESPERDICIOS;CR;ACTIVO
412095;PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS;CR;ACTIVO
412099;AJUSTES POR INFLACION;CR;ACTIVO
412099;CUENTA AJUSTES NIIF;CR;ACTIVO
4125;SUMINISTRO DE ELECTRICIDAD/ GAS Y AGUA;CR;ACTIVO
412505;GENERACION/ CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA;CR;ACTIVO
412510;FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS;CR;ACTIVO
412515;CAPTACION/ DEPURACION Y DISTRIBUCION DE AGUA;CR;ACTIVO
412595;ACTIVIDADES CONEXAS;CR;ACTIVO
412599;AJUSTES POR INFLACION;CR;ACTIVO
412599;CUENTA AJUSTES NIIF;CR;ACTIVO
4130;CONSTRUCCION;CR;ACTIVO
413005;PREPARACION DE TERRENOS;CR;ACTIVO
413010;CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL;CR;ACTIVO
413015;ACONDICIONAMIENTO DE EDIFICIOS;CR;ACTIVO
413020;TERMINACION DE EDIFICACIONES;CR;ACTIVO
413025;ALQUILER DE EQUIPO CON OPERARIOS;CR;ACTIVO
413095;ACTIVIDADES CONEXAS;CR;ACTIVO
413099;AJUSTES POR INFLACION;CR;ACTIVO
413099;CUENTA AJUSTES NIIF;CR;ACTIVO
4135;COMERCIO AL POR MAYOR Y AL POR MENOR;CR;ACTIVO
413502;VENTA DE VEHICULOS AUTOMOTORES;CR;ACTIVO
413504;MANTENIMIENTO/ REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES;CR;ACTIVO
413506;VENTA DE PARTES/PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES;CR;ACTIVO
413508;VENTA DE COMBUSTIBLES SOLIDOS/ LIQUIDOS/ GASEOSOS;CR;ACTIVO
413510;VENTA  LUBRICANTES/ADITIVOS/LLANTAS Y LUJOS PARA AUTOMOTORES;CR;ACTIVO
413512;VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA;CR;ACTIVO
413514;VENTA DE INSUMOS/ MATERIAS PRIMAS AGROPECUARIAS Y FLORES;CR;ACTIVO
413516;VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS;CR;ACTIVO
413518;VENTA DE ANIMALES VIVOS Y CUEROS;CR;ACTIVO
413520;VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS;CR;ACTIVO
413522;VENTA DE PRODUCTOS AGROPECUARIOS;CR;ACTIVO
413524;VENTA DE PRODUCTOS TEXTILES/ DE VESTIR/ DE CUERO Y CALZADO;CR;ACTIVO
413526;VENTA DE PAPEL Y CARTON;CR;ACTIVO
413528;VENTA LIBROS/REV/ELEM.DE PAPELERIA/UTILES Y TEXTOS ESCOLARES;CR;ACTIVO
413530;VENTA DE JUEGOS/ JUGUETES Y ARTICULOS DEPORTIVOS;CR;ACTIVO
413532;VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS;CR;ACTIVO
413534;VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS;CR;ACTIVO
413536;VENTA DE ELECTRODOMESTICOS Y MUEBLES;CR;ACTIVO
413538;VENTA PROD.DE ASEO/FARMACEUTICOS/MEDICINALES/Y ART.DETOCADOR;CR;ACTIVO
413540;VEN.CUBIER/VAJILL/ CRIST/PORCEL/CERAM Y OTROS ART.USO DOMES.;CR;ACTIVO
413542;VENTA DE MATERIALES DE CONSTRUCCION/FONTANERIA Y CALEFACCION;CR;ACTIVO
413544;VENTA DE PINTURAS Y LACAS;CR;ACTIVO
413546;VENTA DE PRODUCTOS DE VIDRIOS Y MARQUETERIA;CR;ACTIVO
413548;VENTA DE HERRAMIENTAS Y ARTICULOS DE FERRETERIA;CR;ACTIVO
413550;VENTA DE QUIMICOS;CR;ACTIVO
413552;VENTA DE PRODUCTOS INTERMEDIOS/ DESPERDICIOS Y DESECHOS;CR;ACTIVO
413554;VENTA DE MAQUINARIA/EQ. DE OFICINA Y PROGRAMAS DE COMPUTADOR;CR;ACTIVO
413556;VENTA DE ARTICULOS EN CACHARRERIAS Y MISCELANEAS;CR;ACTIVO
413558;VENTA DE INSTRUMENTOS MUSICALES;CR;ACTIVO
413560;VENTA DE ARTICULOS EN CASAS DE EMPE¥O Y PRENDERIAS;CR;ACTIVO
413562;VENTA DE EQUIPO FOTOGRAFICO;CR;ACTIVO
413564;VENTA DE EQUIPO OPTICO Y DE PRECISION;CR;ACTIVO
413566;VENTA DE EMPAQUES;CR;ACTIVO
413568;VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO;CR;ACTIVO
413570;VENTA DE LOTERIAS/ RIFAS/ CHANCE/ APUESTAS Y SIMILARES;CR;ACTIVO
413572;REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS;CR;ACTIVO
413595;VENTA DE OTROS PRODUCTOS;CR;ACTIVO
413599;AJUSTES POR INFLACION;CR;ACTIVO
413599;CUENTA AJUSTES NIIF;CR;ACTIVO
4140;HOTELES Y RESTAURANTES;CR;ACTIVO
414005;HOTELERIA;CR;ACTIVO
414010;CAMPAMENTO Y OTROS TIPOS DE HOSPEDAJE;CR;ACTIVO
414015;RESTAURANTES;CR;ACTIVO
414020;BARES Y CANTINAS;CR;ACTIVO
414095;ACTIVIDADES CONEXAS;CR;ACTIVO
414099;AJUSTES POR INFLACION;CR;ACTIVO
414099;CUENTA AJUSTES NIIF;CR;ACTIVO
4145;TRANSPORTE/ ALMACENAMIENTO Y COMUNICACIONES;CR;ACTIVO
414505;SERVICIO DE TRANSPORTE POR CARRETERA;CR;ACTIVO
414510;SERVICIO DE TRANSPORTE POR VIA FERREA;CR;ACTIVO
414515;SERVICIO DE TRANSPORTE POR VIA ACUATICA;CR;ACTIVO
414520;SERVICIO DE TRANSPORTE POR VIA AEREA;CR;ACTIVO
414525;SERVICIO DE TRANSPORTE POR TUBERIAS;CR;ACTIVO
414530;MANIPULACION DE CARGA;CR;ACTIVO
414535;ALMACENAMIENTO Y DEPOSITO;CR;ACTIVO
414540;SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE;CR;ACTIVO
414545;AGENCIAS DE VIAJE;CR;ACTIVO
414550;OTRAS AGENCIAS DE TRANSPORTE;CR;ACTIVO
414555;SERVICIO POSTAL Y DE CORREO;CR;ACTIVO
414560;SERVICIO TELEFONICO;CR;ACTIVO
414565;SERVICIO DE TELEGRAFO;CR;ACTIVO
414570;SERVICIO DE TRANSMISION DE DATOS;CR;ACTIVO
414575;SERVICIO DE RADIO Y TELEVISION POR CABLE;CR;ACTIVO
414580;TRANSMISION DE SONIDO E IMAGENES POR CONTRATO;CR;ACTIVO
414595;ACTIVIDADES CONEXAS;CR;ACTIVO
414599;AJUSTES POR INFLACION;CR;ACTIVO
414599;CUENTA AJUSTES NIIF;CR;ACTIVO
4150;ACTIVIDAD FINANCIERA;CR;ACTIVO
415005;VENTA DE INVERSIONES;CR;ACTIVO
415010;DIVIDENDOS DE SOCIEDADES ANONIMAS Y/O ASIMILADAS;CR;ACTIVO
415015;PARTICIPACIONES DE SOCIEDADES LIMITADAS Y/O ASIMILADAS;CR;ACTIVO
415020;INTERESES;CR;ACTIVO
415025;REAJUSTE MONETARIO - UPAC;CR;ACTIVO
415030;COMISIONES;CR;ACTIVO
415035;OPERACIONES DE DESCUENTO;CR;ACTIVO
415040;CUOTAS DE INSCRIPCION - CONSORCIOS;CR;ACTIVO
415045;CUOTAS DE ADMINISTRACION - CONSORCIOS;CR;ACTIVO
415050;REAJUSTE DEL SISTEMA - CONSORCIOS;CR;ACTIVO
415055;ELIMINACION DE SUSCRIPTORES - CONSORCIOS;CR;ACTIVO
415060;CUOTAS DE INGRESO O RETIRO - SOCIEDAD ADMINISTRADORA;CR;ACTIVO
415065;SERVICIOS A COMISIONISTAS;CR;ACTIVO
415070;INSCRIPCIONES Y CUOTAS;CR;ACTIVO
415075;RECUPERACION DE GARANTIAS;CR;ACTIVO
415095;ACTIVIDADES CONEXAS;CR;ACTIVO
415099;AJUSTES POR INFLACION;CR;ACTIVO
415099;CUENTA AJUSTES NIIF;CR;ACTIVO
4155;ACTIVIDADES INMOBILIARIAS/ EMPRESARIALES Y DE ALQUILER;CR;ACTIVO
415505;ARRENDAMIENTOS DE BIENES INMUEBLES;CR;ACTIVO
415510;INMOBILIARIAS POR RETRIBUCION O CONTRATA;CR;ACTIVO
415515;ALQUILER EQUIPO DE TRANSPORTE;CR;ACTIVO
415520;ALQUILER MAQUINARIA Y EQUIPO;CR;ACTIVO
415525;ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS;CR;ACTIVO
415530;CONSULTORIA EN EQUIPO Y PROGRAMAS DE INFORMATICA;CR;ACTIVO
415535;PROCESAMIENTO DE DATOS;CR;ACTIVO
415540;MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA;CR;ACTIVO
415545;INVESTIGACIONES CIENTIFICAS Y DE DESARROLLO;CR;ACTIVO
415550;ACTIVIDADES EMPRESARIALES DE CONSULTORIA;CR;ACTIVO
415555;PUBLICIDAD;CR;ACTIVO
415560;DOTACION DE PERSONAL;CR;ACTIVO
415565;INVESTIGACION Y SEGURIDAD;CR;ACTIVO
415570;LIMPIEZA DE INMUEBLES;CR;ACTIVO
415575;FOTOGRAFIA;CR;ACTIVO
415580;ENVASE Y EMPAQUE;CR;ACTIVO
415585;FOTOCOPIADO;CR;ACTIVO
415590;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;CR;ACTIVO
415595;ACTIVIDADES CONEXAS;CR;ACTIVO
415599;AJUSTES POR INFLACION;CR;ACTIVO
415599;CUENTA AJUSTES NIIF;CR;ACTIVO
4160;ENSE¥ANZA;CR;ACTIVO
416005;ACTIVIDADES RELACIONADAS CON LA EDUCACION;CR;ACTIVO
416095;ACTIVIDADES CONEXAS;CR;ACTIVO
416099;AJUSTES POR INFLACION;CR;ACTIVO
416099;CUENTA AJUSTES NIIF;CR;ACTIVO
4165;SERVICIOS SOCIALES Y DE SALUD;CR;ACTIVO
416505;SERVICIO HOSPITALARIO;CR;ACTIVO
416510;SERVICIO MEDICO;CR;ACTIVO
416515;SERVICIO ODONTOLOGICO;CR;ACTIVO
416520;SERVICIO DE LABORATORIO;CR;ACTIVO
416525;ACTIVIDADES VETERINARIAS;CR;ACTIVO
416530;ACTIVIDADES DE SERVICIOS SOCIALES;CR;ACTIVO
416595;ACTIVIDADES CONEXAS;CR;ACTIVO
416599;AJUSTES POR INFLACION;CR;ACTIVO
416599;CUENTA AJUSTES NIIF;CR;ACTIVO
4170;OTRAS ACT. DE SERVICIOS COMUNITARIOS/ SOCIALES Y PERSONALES;CR;ACTIVO
417005;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES;CR;ACTIVO
417010;ACTIVIDADES DE ASOCIACION;CR;ACTIVO
417015;PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS;CR;ACTIVO
417020;EXHIBICION DE FILMES Y VIDEOCINTAS;CR;ACTIVO
417025;ACTIVIDAD DE RADIO Y TELEVISION;CR;ACTIVO
417030;ACTIVIDAD TEATRAL/ MUSICAL Y ARTISTICA;CR;ACTIVO
417035;GRABACION Y PRODUCCION DE DISCOS;CR;ACTIVO
417040;ENTRETENIMIENTO Y ESPARCIMIENTO;CR;ACTIVO
417045;AGENCIAS DE NOTICIAS;CR;ACTIVO
417050;LAVANDERIAS Y SIMILARES;CR;ACTIVO
417055;PELUQUERIAS Y SIMILARES;CR;ACTIVO
417060;SERVICIOS FUNERARIOS;CR;ACTIVO
417065;ZONAS FRANCAS;CR;ACTIVO
417095;ACTIVIDADES CONEXAS;CR;ACTIVO
417099;AJUSTES POR INFLACION;CR;ACTIVO
417099;CUENTA AJUSTES NIIF;CR;ACTIVO
4175;DEVOLUCIONES/ REBAJAS Y DESCUENTOS EN VENTAS (DB);DB;ACTIVO
417505;DEVOLUCIONES EN VENTAS;DB;ACTIVO
417599;AJUSTES POR INFLACION;DB;ACTIVO
417599;CUENTA AJUSTES NIIF;DB;ACTIVO
42;NO OPERACIONALES;CR;ACTIVO
4205;OTRAS VENTAS;CR;ACTIVO
420505;MATERIA PRIMA;CR;ACTIVO
420510;MATERIAL DE DESECHO;CR;ACTIVO
420515;MATERIALES VARIOS;CR;ACTIVO
420520;PRODUCTOS DE DIVERSIFICACION;CR;ACTIVO
420525;EXCEDENTES DE EXPORTACION;CR;ACTIVO
420530;ENVASES Y EMPAQUES;CR;ACTIVO
420535;PRODUCTOS AGRICOLAS;CR;ACTIVO
420540;DE PROPAGANDA;CR;ACTIVO
420545;PRODUCTOS EN REMATE;CR;ACTIVO
420550;COMBUSTIBLES Y LUBRICANTES;CR;ACTIVO
420599;AJUSTES POR INFLACION;CR;ACTIVO
420599;CUENTA AJUSTES NIIF;CR;ACTIVO
4210;FINANCIEROS;CR;ACTIVO
421005;INTERESES;CR;ACTIVO
421010;REAJUSTE MONETARIO - UPAC;CR;ACTIVO
421015;DESCUENTOS AMORTIZADOS;CR;ACTIVO
421020;DIFERENCIA EN CAMBIO;CR;ACTIVO
421025;FINANCIACION VEHICULOS;CR;ACTIVO
421030;FINANCIACION SISTEMAS DE VIAJES;CR;ACTIVO
421035;ACEPTACIONES BANCARIAS;CR;ACTIVO
421040;DESCUENTOS COMERCIALES CONDICIONADOS;CR;ACTIVO
421045;DESCUENTOS BANCARIOS;CR;ACTIVO
421050;COMISIONES CHEQUES DE OTRAS PLAZAS;CR;ACTIVO
421055;MULTAS Y RECARGOS;CR;ACTIVO
421060;SANCIONES CHEQUES DEVUELTOS;CR;ACTIVO
421095;OTROS;CR;ACTIVO
421099;AJUSTES POR INFLACION;CR;ACTIVO
421099;CUENTA AJUSTES NIIF;CR;ACTIVO
4215;DIVIDENDOS Y PARTICIPACIONES;CR;ACTIVO
421505;DE SOCIEDADES ANONIMAS Y/O ASIMILADAS;CR;ACTIVO
421510;DE SOCIEDADES LIMITADAS Y/O ASIMILADAS;CR;ACTIVO
421599;AJUSTES POR INFLACION;CR;ACTIVO
421599;CUENTA AJUSTES NIIF;CR;ACTIVO
4220;ARRENDAMIENTOS;CR;ACTIVO
422005;TERRENOS;CR;ACTIVO
422010;CONSTRUCCIONES Y EDIFICIOS;CR;ACTIVO
422015;MAQUINARIA Y EQUIPO;CR;ACTIVO
422020;EQUIPO DE OFICINA;CR;ACTIVO
422025;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
422030;EQUIPO MEDICO - CIENTIFICO;CR;ACTIVO
422035;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
422040;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
422045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
422050;FLOTA Y EQUIPO AEREO;CR;ACTIVO
422055;FLOTA Y EQUIPO FERREO;CR;ACTIVO
422060;ACUEDUCTOS PLANTAS Y REDES;CR;ACTIVO
422062;ENVASES Y EMPAQUES;CR;ACTIVO
422065;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
422070;AERODROMOS;CR;ACTIVO
422075;SEMOVIENTES;CR;ACTIVO
422099;AJUSTES POR INFLACION;CR;ACTIVO
422099;CUENTA AJUSTES NIIF;CR;ACTIVO
4225;COMISIONES;CR;ACTIVO
422505;SOBRE INVERSIONES;CR;ACTIVO
422510;DE CONCESIONARIOS;CR;ACTIVO
422515;DE ACTIVIDADES FINANCIERAS;CR;ACTIVO
422520;POR VENTA DE SERVICIOS DE TALLER;CR;ACTIVO
422525;POR VENTA DE SEGUROS;CR;ACTIVO
422530;POR INGRESOS PARA TERCEROS;CR;ACTIVO
422535;POR DISTRIBUCION DE PELICULAS;CR;ACTIVO
422540;DERECHOS DE AUTOR;CR;ACTIVO
422545;DERECHOS DE PROGRAMACION;CR;ACTIVO
422599;AJUSTES POR INFLACION;CR;ACTIVO
422599;CUENTA AJUSTES NIIF;CR;ACTIVO
4230;HONORARIOS;CR;ACTIVO
423005;ASESORIAS;CR;ACTIVO
423010;ASISTENCIA TECNICA;CR;ACTIVO
423015;ADMINISTRACION DE VINCULADAS;CR;ACTIVO
423099;AJUSTES POR INFLACION;CR;ACTIVO
423099;CUENTA AJUSTES NIIF;CR;ACTIVO
4235;SERVICIOS;CR;ACTIVO
423505;DE BASCULA;CR;ACTIVO
423510;DE TRANSPORTE;CR;ACTIVO
423515;DE PRENSA;CR;ACTIVO
423520;ADMINISTRATIVOS;CR;ACTIVO
423525;TECNICOS;CR;ACTIVO
423530;DE COMPUTACION;CR;ACTIVO
423535;DE TELEFAX;CR;ACTIVO
423540;TALLER DE VEHICULOS;CR;ACTIVO
423545;DE RECEPCION DE AERONAVES;CR;ACTIVO
423550;DE TRANSPORTE PROGRAMA GAS NATURAL;CR;ACTIVO
423555;POR CONTRATOS;CR;ACTIVO
423560;DE TRILLLA;CR;ACTIVO
423565;DE MANTENIMIENTO;CR;ACTIVO
423570;AL PERSONAL;CR;ACTIVO
423575;DE CASINO;CR;ACTIVO
423580;FLETES;CR;ACTIVO
423585;ENTRE COMPA¥IAS;CR;ACTIVO
423595;OTROS;CR;ACTIVO
423599;AJUSTES POR INFLACION;CR;ACTIVO
423599;CUENTA AJUSTES NIIF;CR;ACTIVO
4240;UTILIDAD EN VENTA DE INVERSIONES;CR;ACTIVO
424005;ACCIONES;CR;ACTIVO
424010;CUOTAS O PARTES DE INTERES SOCIAL;CR;ACTIVO
424015;BONOS;CR;ACTIVO
424020;CEDULAS;CR;ACTIVO
424025;CERTIFICADOS;CR;ACTIVO
424030;PAPELES COMERCIALES;CR;ACTIVO
424035;TITULOS;CR;ACTIVO
424045;DERECHOS FIDUCIARIOS;CR;ACTIVO
424050;OBLIGATORIAS;CR;ACTIVO
424095;OTRAS;CR;ACTIVO
424099;AJUSTES POR INFLACION;CR;ACTIVO
424099;CUENTA AJUSTES NIIF;CR;ACTIVO
4245;UTILIDAD EN VENTA DE PROPIEDADES PLANTA Y EQUIPO;CR;ACTIVO
424504;TERRENOS;CR;ACTIVO
424506;MATERIALES INDUSTRIA PETROLERA;CR;ACTIVO
424508;CONSTRUCCIONES EN CURSO;CR;ACTIVO
424512;MAQUINARIA EN MONTAJE;CR;ACTIVO
424516;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
424520;MAQUINARIA Y EQUIPO;CR;ACTIVO
424524;EQUIPO DE OFICINA;CR;ACTIVO
424528;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
424532;EQUIPO MEDICO - CIENTIFICO;CR;ACTIVO
424536;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
424540;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
424544;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
424548;FLOTA Y EQUIPO AEREO;CR;ACTIVO
424552;FLOTA Y EQUIPO FERREO;CR;ACTIVO
424556;ACUEDUCTOS PLANTAS Y REDES;CR;ACTIVO
424560;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
424562;ENVASES Y EMPAQUES;CR;ACTIVO
424564;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
424568;VIAS DE COMUNICACION;CR;ACTIVO
424572;MINAS Y CANTERAS;CR;ACTIVO
424580;POZOS ARTESIANOS;CR;ACTIVO
424584;YACIMIENTOS;CR;ACTIVO
424588;SEMOVIENTES;CR;ACTIVO
424599;AJUSTES POR INFLACION;CR;ACTIVO
424599;CUENTA AJUSTES NIIF;CR;ACTIVO
4248;UTILIDAD EN VENTA DE OTROS BIENES;CR;ACTIVO
424805;INTANGIBLES;CR;ACTIVO
424810;OTROS ACTIVOS;CR;ACTIVO
424899;AJUSTES POR INFLACION;CR;ACTIVO
424899;CUENTA AJUSTES NIIF;CR;ACTIVO
4250;RECUPERACIONES;CR;ACTIVO
425005;DEUDAS MALAS;CR;ACTIVO
425010;SEGUROS;CR;ACTIVO
425015;RECLAMOS;CR;ACTIVO
425020;REINTEGRO POR PERSONAL EN COMISION;CR;ACTIVO
425025;REINTEGRO GARANTIAS;CR;ACTIVO
425030;DESCUENTOS CONCEDIDOS;CR;ACTIVO
425035;REINTEGRO PROVISIONES;CR;ACTIVO
425040;GASTOS BANCARIOS;CR;ACTIVO
425045;DE DEPRECIACION;CR;ACTIVO
425050;REINTEGRO DE OTROS COSTOS Y GASTOS;CR;ACTIVO
425099;AJUSTES POR INFLACION;CR;ACTIVO
425099;CUENTA AJUSTES NIIF;CR;ACTIVO
